date,mid,attempted_charges,declined_charges,successful_charges,unique_cycle_attempts,declined_unique_cycle_attempts,successful_unique_cycle_attempts,cycle_1_attempts,cycle_1_success,cycle_1_revenue,cycle_1_decline,renewal_attempts,renewal_success,renewal_decline,renewal_success_rate,successful_offers,item_quantity,successful_customers,gross_product_revenue,net_product_revenue,total_revenue,processed,adjustments,adjustment_rate,refunds,refund_rate,refunded_revenue,refunded_revenue_rate,voids,void_rate,voided_revenue,void_revenue_rate,chargebacks,chargeback_rate,chargeback_revenue,chargeback_revenue_rate,alerts,alert_rate,alert_revenue,alert_revenue_rate,net_revenue,cost_of_revenue,chargeback_fees,chargeback_fees_rate,processing_fees,processing_fees_rate,profit,profit_margin,UniquePlusLLC,BrightAdvantageLLC,DiamondSphereLLC,DiamondsphereLLC,BrightAdvantagellc,ClearPoulseLLC,SpecifiConLLC,PrimeSmartSolutionsLLC,charge_dp1_v3,charge_dp1_v1,cardtype_visa,cardtype_mastercard,dayofweek_monday,dayofweek_sunday,dayofweek_friday,dayofweek_wednesday,dayofweek_saturday,dayofweek_thursday,dayofweek_tuesday,bankissuer_the_bancorp_bank_national_association,bankissuer_wells_fargo_bank_national_association,bankissuer_stride_bank_national_association,bankissuer_credit_one_bank_national_association,bankissuer_other,bankissuer_jpmorgan_chase_bank_na,bankissuer_capital_one_national_association,bankissuer_bank_of_america_national_association,bankissuer_jpmorgan_chase_bank_na_-_debit,bankissuer_citibank_na,shipstate_oh,shipstate_ny,shipstate_az,shipstate_other,shipstate_wi,shipstate_pa,shipstate_il,shipstate_mi,shipstate_ga,shipstate_nc,shipstate_tn,shipstate_fl,shipstate_ca,shipstate_tx,shipstate_in,shipstate_mo,success_charge_ratess
22/05/2025,19,8,5,3,8,5,3,8,3,38.67,5,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,12.89,0.125,25.78,3.52,0,0,3.52,0.02445,22.26,1.8044,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375
23/05/2025,19,11,7,4,11,7,4,11,4,51.56,7,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.76,0,0,4.76,0.023709091,46.8,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364
24/05/2025,19,28,23,5,28,23,5,28,5,64.45,23,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.037037037,1,0.037037037,12.89,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,51.56,8.8,0,0,8.8,0.012074074,42.76,3.674,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185185185
25/05/2025,19,20,15,5,20,15,5,20,5,64.45,15,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,7.2,0,0,7.2,0.0163,57.25,4.674,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
26/05/2025,19,14,11,3,14,11,3,14,3,38.67,11,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.72,0,0,4.72,0.013971429,33.95,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714
27/05/2025,19,19,15,4,19,15,4,19,4,51.56,15,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.052631579,1,0.052631579,12.89,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,38.67,6.36,0,0,6.36,0.013726316,32.31,2.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316
28/05/2025,19,17,13,4,17,13,4,17,4,51.56,13,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,5.96,0,0,5.96,0.015341176,45.6,3.7392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118
29/05/2025,19,2,1,1,2,1,1,2,1,12.89,1,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.04,0,0,1.04,0.0326,11.85,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
30/05/2025,19,3,2,1,3,2,1,3,1,12.89,2,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.24,0,0,1.24,0.021733333,11.65,0.9348,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
31/05/2025,19,10,8,2,10,8,2,10,2,25.78,8,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,3.28,0,0,3.28,0.01304,22.5,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
01/06/2025,19,15,12,3,15,12,3,15,3,38.67,12,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.92,0,0,4.92,0.01304,33.75,2.8044,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
02/06/2025,19,7,3,4,7,3,4,7,4,51.56,3,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,12.89,0.142857143,38.67,3.96,0,0,3.96,0.037257143,34.71,2.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
03/06/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
04/06/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
05/06/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
06/06/2025,19,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
07/06/2025,19,2,0,2,2,0,2,2,2,25.78,0,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,1.68,0,0,1.68,0.0652,24.1,1.8696,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
08/06/2025,19,8,3,5,8,3,5,8,5,64.45,3,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,4.8,0,0,4.8,0.04075,59.65,4.674,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
09/06/2025,19,8,6,2,8,6,2,8,2,25.78,6,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.88,0,0,2.88,0.0163,22.9,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
10/06/2025,19,12,7,5,12,7,5,12,5,64.45,7,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.083333333,0,0,0,0,1,0.083333333,12.89,0.083333333,0,0,0,0,0,0,0,0,51.56,5.6,0,0,5.6,0.027166667,45.96,3.674,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667
11/06/2025,19,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.32,0,0,3.32,0.027942857,35.35,2.8044,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
12/06/2025,19,14,6,8,14,6,8,14,8,103.12,6,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,3.32,0.0184,1,0.071428571,3.32,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,99.8,7.92,0,0,7.92,0.037257143,91.88,7.2209,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
13/06/2025,19,14,9,5,14,9,5,14,5,64.45,9,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,12.89,0.071428571,51.56,6,0,0,6,0.023285714,45.56,3.674,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857
15/06/2025,19,4,0,4,4,0,4,4,4,51.56,0,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,25.78,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,25.78,0.5,25.78,3.36,0,0,3.36,0.0652,22.42,1.7392,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16/06/2025,19,4,0,4,4,0,4,4,4,51.56,0,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,3.36,0,0,3.36,0.0652,48.2,3.7392,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17/06/2025,19,7,1,6,7,1,6,7,6,77.34,1,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,12.89,0.142857143,64.45,5.24,0,0,5.24,0.055885714,59.21,4.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857
18/06/2025,19,4,2,2,4,2,2,4,2,25.78,2,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.08,0,0,2.08,0.0326,23.7,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
19/06/2025,19,7,2,5,7,2,5,7,5,64.45,2,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,4.6,0,0,4.6,0.046571429,59.85,4.674,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714
20/06/2025,19,15,7,8,15,7,8,15,8,103.12,7,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,8.12,0,0,8.12,0.034773333,95,7.4784,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333
21/06/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
22/06/2025,19,16,4,12,16,4,12,16,12,154.68,4,0,0,0,0,12,12,12,154.68,154.68,154.68,154.68,25.78,0.125,0,0,0,0,0,0,0,0,0,0,0,0,2,0.125,25.78,0.125,128.9,10.88,0,0,10.88,0.0489,118.02,9.2176,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
23/06/2025,19,11,5,6,11,5,6,11,6,77.34,5,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,6.04,0,0,6.04,0.035563636,71.3,5.6088,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545
24/06/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
26/06/2025,19,11,3,8,11,3,8,11,8,103.12,3,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,7.32,0,0,7.32,0.047418182,95.8,7.4784,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727
27/06/2025,19,16,6,10,16,6,10,16,10,128.9,6,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,12.89,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,12.89,0.0625,116.01,9.6,0,0,9.6,0.04075,106.41,8.348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
28/06/2025,19,12,5,7,12,5,7,12,7,90.23,5,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,6.88,0,0,6.88,0.038033333,83.35,6.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333
29/06/2025,19,31,20,11,31,20,11,31,11,141.79,20,0,0,0,0,11,11,11,141.79,141.79,141.79,141.79,12.89,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034482759,12.89,0.034482759,128.9,13.24,0,0,13.24,0.025265517,115.66,9.2673,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362068966
30/06/2025,19,15,12,3,15,12,3,15,3,38.67,12,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.92,0,0,4.92,0.01304,33.75,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
02/07/2025,19,11,6,5,11,6,5,11,5,64.45,6,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,38.67,0.272727273,0,0,0,0,1,0.090909091,12.89,0.090909091,0,0,0,0,2,0.181818182,25.78,0.181818182,25.78,5.4,0,0,5.4,0.029636364,20.38,1.674,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455
03/07/2025,19,14,11,3,14,11,3,14,3,38.67,11,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.72,0,0,4.72,0.013971429,33.95,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714
04/07/2025,19,19,12,7,19,12,7,19,7,90.23,12,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,25.78,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,2,0.105263158,25.78,0.105263158,64.45,8.28,0,0,8.28,0.024021053,56.17,4.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053
05/07/2025,19,25,18,7,25,18,7,25,7,90.23,18,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,12.89,0.04,77.34,9.48,0,0,9.48,0.018256,67.86,5.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
06/07/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
07/07/2025,19,15,9,6,15,9,6,15,6,77.34,9,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,6.84,0,0,6.84,0.02608,70.5,5.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
08/07/2025,19,20,14,6,20,14,6,20,6,77.34,14,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,25.78,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,25.78,0.1,51.56,7.84,0,0,7.84,0.01956,43.72,3.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
09/07/2025,19,18,10,8,18,10,8,18,8,103.12,10,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,25.78,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,2,0.111111111,25.78,0.111111111,77.34,8.72,0,0,8.72,0.028977778,68.62,5.4784,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444
10/07/2025,19,13,9,4,13,9,4,13,4,51.56,9,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,5.16,0,0,5.16,0.020061538,46.4,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308
11/07/2025,19,15,6,9,15,6,9,15,9,116.01,6,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,12.89,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.066666667,12.89,0.066666667,103.12,8.76,0,0,8.76,0.03912,94.36,7.4132,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
12/07/2025,19,18,12,6,18,12,6,18,6,77.34,12,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055555556,12.89,0.055555556,64.45,7.44,0,0,7.44,0.021733333,57.01,4.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
13/07/2025,19,10,4,6,10,4,6,10,6,77.34,4,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,25.78,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,25.78,0.2,51.56,5.84,0,0,5.84,0.03912,45.72,3.6088,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
14/07/2025,19,18,11,7,18,11,7,18,7,90.23,11,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055555556,12.89,0.055555556,77.34,8.08,0,0,8.08,0.025355556,69.26,5.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.388888889
15/07/2025,19,13,7,6,13,7,6,13,6,77.34,7,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,12.89,0.076923077,64.45,6.44,0,0,6.44,0.030092308,58.01,4.6088,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462
16/07/2025,19,16,9,7,16,9,7,16,7,90.23,9,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,12.89,0.0625,77.34,7.68,0,0,7.68,0.028525,69.66,5.5436,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375
17/07/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
18/07/2025,19,12,8,4,12,8,4,12,4,51.56,8,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,12.89,0.083333333,38.67,4.96,0,0,4.96,0.021733333,33.71,2.7392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
19/07/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,25.78,0.333333333,1,0.166666667,12.89,0.166666667,0,0,0,0,0,0,0,0,1,0.166666667,12.89,0.166666667,12.89,3.12,0,0,3.12,0.0326,9.77,0.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
20/07/2025,19,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,12.89,0.25,25.78,2.72,0,0,2.72,0.0489,23.06,1.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
